アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
67_no_za_ma_67,2020-06-04 01:26:23,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/0wHHS3Wj7F,0,0,ja,,'“〼”は“ます”と読みます。アニメ、マンガ、ガジェット、キャッシュレス、ポイントなどが好きです。,69,False,1284,14685,2012-08-24 10:16:10
a_6v6_tn,2020-06-04 01:24:36,'あつ森 住民 交換 販売  画像の中で買い取りしたい子居たらdm下さい！ アマギフ/メルカリ/ラクマ/PayPay/LINE Pay/振込等 ご対応可能です！  譲→ジャック みすず ちゃちゃまる モニカ ジュン リリィ ナタリー ニコバン アップル シベリア リッキー https://t.co/JI6oK1HoHA,0,0,ja,,'取引垢ですଘ(੭*ˊ꒳​ˋ)੭*.°,33,False,191,169,2020-04-08 10:17:02
OpheliaKlain2,2020-06-04 01:24:23,'PayPayジャンボ対象店でいい感じの店探してるー！  https://t.co/z6Xd2LdiPu,3,0,ja,Amazon.co.jpアソシエイト,'ブログとSNSで面白ネタ伝導? 日常垢と言い張りたい。 多趣味なのでツイート荒らし注意！/ ポイ活でコスプレ代稼いでるので情報多めw/楽天ROOM/はてなブログ書いてる サブ→ @hebyahebyaa,2260,False,2042,39228,2014-06-05 02:10:59
sBNlTXaFBg4sHQm,2020-06-04 01:24:01,'@nakano_2828 同じくpaypayのみ。 　 あんまり使って無かった事を後悔。　  来月から、キャッシュバックなくなるだよね？ https://t.co/YLemktWnXG,2,0,ja,,'人生に絶望し、転売にかける。 応援お待ちしております。,79,False,101,1275,2019-09-10 20:13:10
ASSEY226,2020-06-04 01:22:44,'SuicaとPayPayでほぼ事足りる。,2,0,ja,東京都品川区,'株式会社ジャンプコーポレーション代表取締役社長。テレビ番組や映像コンテンツの企画、演出&プロデュース。現在TBS系列「所さんお届けモノです！（MBS）」「情熱大陸（MBS）」フジテレビ系列「所JAPAN（カンテレ）」テレビ東京系列「テレビ演劇 サクセス荘」など制作中です！,443,False,495,10608,2011-05-09 08:02:06
tainou_penguin,2020-06-04 01:22:25,'2020年現在、絶賛ブラックリスト中の滞納ペンギンです。  現在は滞納後に支払いをしたらなぜか使えるようになったクラブオンセゾンカード（限度額10万）とKyashカード、PayPayでお買い物をしています。6月まではLINE Payがメインでしたが例の改悪でサヨウナラ。  キャッシュレス生活楽しんでます！,1,0,ja,日本,'クレカや後払いサービスなどを滞納しすぎてCICの信用情報に傷がつきっぱなしの（ブラックリスト）ペンギンです。滞納してきたサービス👇 楽天カード/クラブオンセゾンカード/YJ!カード/ZOZOツケ払い/メルペイスマート払い/Paidy翌月払い  滞納をするとどうなるのか？を記事にしています🐧,1,False,6,2,2020-06-03 11:43:04
himadogsb0505,2020-06-04 01:22:20,'誤射…PayPayはいつもらえるんだ🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂笑笑,18,4,ja,,'よろしくお願いします🐶 本垢【@himahimadog21】 実績→ #ひま犬の実績 で検索🙆‍♂️,8226,False,76,652,2020-05-05 07:16:13
zTrA8JMkZuxMzXB,2020-06-04 01:22:07,'あっ😳💦 それPayPayで買えたら。。 お得やのになあ〜〜〜〜┗=͟͟͞͞🤓=͟͟͞͞┛,0,0,ja,,',21,False,58,1334,2019-12-20 14:52:13
tdsttmst,2020-06-04 01:22:01,'アイコンの当時(去年)ヤフオクドームで、ソフトバンクを応援していた頃が懐かしい。  PayPayドームでの声を出しての応援は、今年は無理だろなー。  野球観戦に変わる新しい趣味を見つけたい！  筋トレしかないかな？笑,1,0,ja,,'山口県下松市出身☆ 佐賀県唐津在住。居酒家しあわせの駅の駅長のプライベート用垢です。よさこいやっさん6代目。福岡のよさこいチーム流所属(休部中)好きなものは仕事、お酒、旅行、美容、お金、読書、友達、筋トレ、SBホークス。札幌の居酒屋学校卒業生です。斎藤一人さんファンです。,111,False,90,2181,2011-10-19 02:08:18
Resistance_make,2020-06-04 01:21:29,'@poker37ruri paypayで支払い可能でしょうか。,0,0,ja,,'Poker,12,False,25,50,2017-02-02 10:43:12
Resistance_make,2020-06-04 01:21:01,'#スターズドル #pokerstars paypayで支払います。 $20分ください,0,0,ja,,'Poker,12,False,25,50,2017-02-02 10:43:12
swd_masaki,2020-06-04 01:20:46,'@3104satoshi000 PayPay派なのでww,0,0,ja,,'まさやんの一等星は星乃さゆみです！⭐️せーのが消えない限りです！by せーの,215,False,222,20741,2011-08-31 18:15:22
KojiShung4,2020-06-04 01:18:48,'@special_iy 俺もそんくらい PayPayの知らん機能発見してどうしても投稿したくなって、一回してしまった,1,0,ja,"Stade Louis II , Monaco",'まじこ,462,False,609,5375,2014-08-05 11:16:13
karigurashi122,2020-06-04 01:17:52,'ポケモンのエキスパンションパスを買うためにPayPayに三千円チャージしたら現金しか使えんくてᶠᶸᶜᵏ,3,0,ja,99,'#ikuchanmail #かずみんモバメ #sakuramail #kagetalk #菅田将暉ANN #アルピーdcg #星野源ANN #cnann0 #bananamoon #annkw,565,False,768,9531,2017-04-01 12:13:37
VxLu7,2020-06-04 01:16:29,'⑲主に使うアプリ  Twitter、YouTube、Amazon、乗換案内、PayPay、タイムツリー、料理レシピ系,0,0,ja,,'ブースターラブな成人済女。夫婦でポケモン🎮 ✧オシャボ好きの色孵化、乱数勢 ✧国際孵化で色ブイズコンプ ✧ブースター入りPTで毎日ランクマ最低5戦（現在仮免の勉強の為不定期）✧ いいねリプ気まぐれ。気が向いたときにでも気軽に絡んでください〜⁽⁽( ˊᵕˋ )⁾⁾ 呼びタメ🙆 フォロ解等はご自由に！,64,False,82,2269,2017-08-17 22:58:45
rinaria50391681,2020-06-04 01:16:28,'2020.06.03 やるべきことリスト結果  ✅文章を書く→達成  ✅ストレッチと瞑想→達成  ✅引越しの準備→達成  ✅いつもより多めに読書→達成  ✅役所に行く→達成  ひさしぶりに現金をたくさん持って納付書払いをした。 クレジットカードやPayPayになれてたから逆に新鮮だった(笑),0,0,ja,,'【自己啓発】【FXトレーダー】リップルを愛しています😊 複数の収入源確保のために日々行動❣️現在4BTC . 84000XRP保有 【今年の座右の銘】今日をサボれば明日もサボる 🙆‍♀️人生を変えたい人の支えになるように、自分の体験を元にバンバン呟くアカウントです。,136,False,178,1764,2018-08-06 13:49:51
Kiseichu_SE,2020-06-04 01:16:24,'@k_asuka_ 去年の10月のPayPay1日限りのやつなのであたれば超ラッキーだなーくらいのやつでした（2%）  https://t.co/Bu4Spz2wCS,0,0,ja,暴龍天と十/八。ジャグリング/競プロ/謎解きetc,'はやくにんげんをやめたい,1150,False,926,149405,2010-04-14 01:39:40
paypay_yu,2020-06-04 01:15:50,'@GS80PhzuFHzY7Co 今も上がってますね！！,0,0,ja,,'paypayボーナス運用始めたので、更新していきます🖤,10,False,3,38,2019-11-24 15:09:23
plmjp,2020-06-04 01:15:44,'【寄付paypay】 https://t.co/HzWo1Kzc0B,0,0,ja,子供も見てるっぽいです,'セミリタイヤ配当生活です,727,False,1386,25610,2015-03-26 22:02:01
sayuchan425,2020-06-04 01:15:15,'@warui_onigiri paypayまだよく分からない😭,1,0,ja,,'3児のママ❤懸賞楽しんでいます🌈✨当選報告は丁寧に🌷　#さゆの当選報告　TL多め🙏💦豆っ子🌱 好き💖家族👨‍👩‍👧‍👦/料理🍳/お菓子🍫🍦/食べること😋🍴💕/Disney🐭/ｺｽﾒ💄etc. . .  無言フォロー🆗️逆もあります🙏副業系×LINE登録系×怪しい系×　,1762,False,4712,27861,2020-01-16 12:43:23
2kim4l,2020-06-04 01:15:12,'ヤフーカードとpaypayの改悪マジで許せねえ,3,1,ja,ほぼネタツイ,'ストラテラ120mgが主食。【Switch:1097-9781-5506】【Xbox:tukimaru219】※元@2kimal,336,False,303,82728,2014-11-02 08:50:00
saya_________26,2020-06-04 01:14:33,'でもクレカとpaypayの利用額10万近かったからかえって危険かも知れない,0,0,ja,京都,'LJK,182,False,235,139,2018-07-02 06:59:23
jOgm9rX0M2P9ERP,2020-06-04 01:13:21,'Noteで崇韓記事を掲載中💞  お貢はhttps://t.co/vqEX5Twgmj  https://t.co/ZgWDbHaT75  ソヒョン式崇韓教育part1｜ソヒョン💓서현💞 #note https://t.co/az5Xjk0PuC #崇韓 #韓女様 #韓女 #貢ぎマゾ,10,2,ja,,'チョッパリたちへ💞 崇韓教育に興味があればDMしてね💞 在日の私に教育されたいなら、分かってる？💞 自国を裏切り、敬うべき国に跪ける？💞 貢ぐ権利を享受しなさい💞 paypayでもアマギフでもkyashでも500のワンコインでも受け取ってあげます💞 #崇韓 #韓女様 #韓女 #貢ぎマゾ,117,False,107,44,2020-06-02 15:38:39
__ticketyou,2020-06-04 01:11:49,'【 買取 回収 譲渡 交換 】 名刺カードコレクション ジャンプフェア  求⌇チェンソーマン デンジ        Dr.STONE 石神千空 譲⌇定価＋送料  銀行振込 ✧ 2枚〜 オタマート paypay送金 ✧ 1枚〜  お気軽にお声掛けください！ https://t.co/Rw25htPAo4,0,15,ja,ツイフィ編集中,'20☝︎ chain saw man ✧ Dr.STONE ✧ Paradox Live ✧ Ensemble Stars!! ✧ World Trigger ✧ FireForce,284,False,283,1240,2018-01-14 03:44:43
heistgta1,2020-06-04 01:11:40,'そういや、最近PayPay全く使ってないな。,0,0,ja,Los Santos,'コロナもう大丈夫やで。,98,False,96,9632,2014-10-13 08:58:34
aruemu_,2020-06-04 01:11:38,'サウンドハウス、PayPay決済だと10%還元らしいのでポチった,0,0,ja,そのライブ、延期につき,'UNISON SQUARE GARDEN・ヒトリエ・RAISE A SUILEN etc / アイマス・バンドリ etc / ライブ参戦歴 https://t.co/tqK5uiIfmA,159,False,240,8529,2017-04-16 09:01:56
oshinomama,2020-06-04 01:11:23,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/7ASQT44erk,0,0,ja,,'小中高3兄妹、アラフォー母です🤗 無言フォロー失礼します。 すっかり懸賞アカになってしまってますが、なかなか当たりません😂 #懸賞好きさんと繋がりたい ケツメイシが大好きで ライブ、グッズのためにもポイ活、懸賞がんばり中🤩 副業、出会いには、全く興味ありません。 オススメポイ活はこちら↓↓↓,91,False,1297,9701,2017-04-27 13:07:25
arisa_ztu,2020-06-04 01:10:11,'ナル君(@Narrcl )から 突然 PayPay🎶とDMが…！💌  アマギフ サプライズ すごく嬉しい〜😭💕  実はナルライズのタグ ずっと使ってみたかったの🤭💭💓  ナル君 ありがとう😆❤️  #ナルの実績 #ナルライズ https://t.co/kXVKbW7wW5,5,1,ja,出会い、副業、LINE登録 お断り🙇💦,'美容💄/ファッション👗/旅行✈️/料理🍳/食べること🍴 好きです😆💓 当選報告必ずさせていただきます📮 _____ 💌 .毎日 嬉しいことがありますように😚💓すきぴ👑(@awakun_gifter ),2448,False,4000,18066,2020-01-09 15:32:32
yua_omitugi,2020-06-04 01:09:38,'paypayが読み取れないって言われたから貼り直し︎💕︎勝手に貢いでくれるマゾ大好き︎💕︎ #奴隷募集 #M男募集 #貢ぎ奴隷募集 #射精管理 #貢ぎ奴隷 #財布奴隷  #貢ぎマゾ #財布管理  #S女 #DM調教 #ATM奴隷 https://t.co/ORZNKOd4c6,0,0,ja,,'JKの甘々な言葉責めと太ももで頭とろっとろにされたいマゾくんいないかな︎💕︎何も考えられないようにしていっぱい貢がせてあげる︎💕︎kyashとpaypayやってるけどkyash優先でお願いしますね︎💕︎リアル✖,83,False,1,29,2020-04-20 11:54:58
seiyashima42,2020-06-04 01:09:08,'外人さんが venmo me $1 for a drawing って言ってて そういえばvenmoって日本じゃ流行らないなーって思った🤔  kyash、line pay、paypay等のpayがレッドオーシャンだからか🤔,2,0,ja,Japan,'IT Engineer. [Bio]: 沖縄高専→首都大院→総合電機→SIer / #情報処理安全確保支援士 / #VR / #DevOps / #ENFP / #256times / #登山 / Tweets are my own! trying to tweet in English and Japanese,159,False,413,1750,2010-09-17 02:23:18
ShopiKun11201,2020-06-04 01:08:12,'PayPay小額配布  1時15分まで @ShopiKun11201  フォローandRT  人数はテキトーだ♩  配布用のお金は ポイントインカムで貯めてるよ😆 アマギフとか欲しい人は登録も無料で すぐに貯めれるから良かったら利用してみて(*´ω`*) https://t.co/fNpu81Kgmg,5,5,ja,,'お小遣いサイトのお得情報を定期的に公開していきます♩#お小遣い#ちょっとした贅沢❤️ あと、普通にみんなと絡みたい😆 嫁からの小遣いが少ないのでモッピーでお小遣い稼ぎしてます #しょぴくんの配布実績 #モッピーお得案件 #ポイントインカムお得情報　ポイントサイトで稼いだ一部はPayPay配布で還元していきます,209,False,1157,3433,2020-05-12 00:17:40
warui_onigiri,2020-06-04 01:07:52,'TwitterのフォロワーさんにPayPay受け取ってもらうのって、コード貼り付けてもらうしか方法ないのかな…❓🥺  PayPay送ってみたい☺️✨笑,2,0,ja,日本,'🇯🇵東北在住、未就園児🎀を育ててる30代テキトー主婦🥳マンガ、アニメ・ゲーム・V系・宝塚が大好き💕いつも楽しいことを探しております❗️😇懸賞応募のRT多いです😈気が向けば(っ'-')╮ =͟͟͞͞🍫=͟͟͞͞🍦=͟͟͞͞🍹 💌✨,1255,False,1717,1996,2020-02-27 06:32:04
tomato02kingdom,2020-06-04 01:07:47,'ペイジーのマークが付いてたからペイジーで払ったけど面倒だなぁ  納付番号が小さくって打つ数字が多くって間違えそう  LINEpayかpaypayならピッとしてパッなのに,0,0,ja,,'おばさんですけど何か～？,0,False,0,165,2017-04-23 13:39:48
detecti85180552,2020-06-04 01:07:38,'財布忘れてて、モバＴとPayPayでCDは借りて帰れたのに、24時間スーパーがキャッシュレス決済方法クレジットカード以外無くて食パンと卵は買えなかった(  ˊᵕˋ  )ｶﾅｼｰﾅｰ 明日は忘れないね、きっと、、,1,0,ja,山とみかんと海→田んぼとフルーツ(栄転!),'嵐(💙寄りのall)とかコナンとかアニメとかSPYAIRとかあいみょんとかetc… 激チャ熱唱は運動 歌わないと死んでしまう人間的な何か《合唱部→造デ DADA アコギ かるた》高校生に転生したら高校生クイズに出る,541,False,865,16428,2015-03-16 21:44:09
